name,area,climb_info,region,description,number_of_votes,grade,protection,url,areaurl,average_rating,location,grade_num,toprope,sport,trad,alpine,ice,aid,pitches,length,yes,no,anchor,arete,awkward,block,bolt,boulder,bulge,broken,canyon,buttress,chains,chimney,classic,clean,corner,crack,crimps,crux,difficult,dihedral,exposure,face,finger,flake,gully,hand,jug,ledge,lip,jam,ledge.1,notch,moderate,ridge,vertical,horizontal,mantle,offwidth,overhang,pillar,pocket,protect,ramp,rappel,roof,scramble,seam,slab,sloper,solid,stance,steep,stemming,sustained,technical,tower,traverse,undercling
Travels With Charley,d. Strictly - Shockley's,"Trad, 3 pitches, 240'",New York,"The R section is really not too bad (some loose rock that can be avoided), and the rest of the climb is actually quite nice. The crux is similar to , -- a somewhat blind step around a bulge. ,Pitch 1 is also in the Williams' guide as the start to , and can be used to bypass slow parties on, or as an alternate start to, ,. ,P1 - Climb the orange corner to a bulge, surmount it (crux) and continue to top of corner, then step right up to a small ledge. Belay above or near a pine tree to continue with , or the ""Oscar and Charlie"" link-up; or continue up to the base of an arching left-facing corner (for Travels). ,P2 - Climb past the white flakes to a large overhang. Traverse right (crux) past loose rock (airy) onto the face, then up a short right-facing corner and then a left-facing corner to overhangs. Move right around the hangs and up a bulging face to the right side of a long overhang. Climb it, then up to a belay/rap tree on the GT ledge. ,P3 - Climb the crack to a ledge, then up a nice easy face to a large ledge another short headwall. Up this to the top. This pitch is actually very nice. ,Descend via the bolted ,",7, 5.8-,Standard Gunks Rack.,http://www.mountainproject.com/v/travels-with-charley/106134470,mountainproject.com/v/d-strictly---shockleys/107039667,1.9,"At the large orange left-facing corner just left of ,.,The R section is really not too bad (some loose rock that can be avoided), and the rest of the climb is actually quite nice. The crux is similar to , -- a somewhat blind step around a bulge. , ,Pitch 1 is also in the Williams' guide as the start to , and can be used to bypass slow parties on, or as an alternate start to, ,. , ,P1 - Climb the orange corner to a bulge, surmount it (crux) and continue to top of corner, then step right up to a small ledge. Belay above or near a pine tree to continue with , or the ""Oscar and Charlie"" link-up; or continue up to the base of an arching left-facing corner (for Travels). , ,P2 - Climb past the white flakes to a large overhang. Traverse right (crux) past loose rock (airy) onto the face, then up a short right-facing corner and then a left-facing corner to overhangs. Move right around the hangs and up a bulging face to the right side of a long overhang. Climb it, then up to a belay/rap tree on the GT ledge. , ,P3 - Climb the crack to a ledge, then up a nice easy face to a large ledge another short headwall. Up this to the top. This pitch is actually very nice. ,",8.0,0,0,1,0,0,0,3.0,240.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stirrup Trouble,b. Jackie and friends,"Trad, 1 pitch, 70'",New York,"Perhaps a double entendre in the name? I am not sure. A good route with poor gear in places, it is unique. I found this to be a rough introduction to the Gunks. ,The route starts 15' left of ,, a more-popular climb with better protection. , ,P1: Climb up off of a boulder on unprotected moves (5.10-) to gain a crack, which is climbed to a horizontal. Follow the horizontal left for a few body lengths to a rift in the small overhang and climb up to some roofs above. Wander left through some small roofs, then up and right up a face to reach the top of the cliff., ,Double ropes are",37,5.10b/c,Not that great. I felt pretty runout in a few places on insecure moves. Falling would be a pretty bad idea. Take a light rack with a normal range of nuts and cams and see what you can tinker in.,http://www.mountainproject.com/v/stirrup-trouble/105803228,mountainproject.com/v/b-jackie-and-friends/107037580,3.6,,10.0,0,0,1,0,0,0,1.0,70.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Strictly From Nowhere,d. Strictly - Shockley's,"Trad, 2 pitches, 170'",New York,"The large roof on the first pitch is the main reason to climb this route. It's a blast! ,P1: Climb to the right of a small tiered overhang near the ground. Wander up, aiming generally left towards the right-facing dihedral (the original route belayed here), then head up steep rock into the left-facing corner/roof. Work up into the roof, then escape right to the bolts (and protect your follower(s)!). Belay at bolts. 5.7, 100'. ,P2: Follow the crack above to a right-facing dihedral and a sling belay at a tree. 5.4, 70'. ,P2: Or for a better, more consistent 2nd pitch, follow the thin crack up to a tiny tree, then move up and left on hero holds through small overhangs to the top. Good pro, fun moves, more exposure (5.6, courtesy of Larry Hamilton). ,Rap the route with one rope. There are bolts at the P1 belay.,,The Strictly's access trail is where the East Trapps Connector trail meets the carriage road, about a 5-min. walk from the Uberfall. ,This route starts almost directly above the access trail's end, on the face 25' left of the right-facing dihedral of ,, directly below a small tiered overhang. ,Strictly from Nowhere itself is classic enough - but there are several , that add even more value: ,1) For a more-challenging start, climb the initial corner of ,, just to the left, then aim towards the Strictly roof. ,2) After the first pitch, you can traverse up and right (5.4) and belay at pins to link to the third pitch of ,, if the crowds",210,5.7+,Standard Rack.,http://www.mountainproject.com/v/strictly-from-nowhere/105799704,mountainproject.com/v/d-strictly---shockleys/107039667,3.3,"The Strictly's access trail is where the East Trapps Connector trail meets the carriage road, about a 5-min. walk from the Uberfall. , ,This route starts almost directly above the access trail's end, on the face 25' left of the right-facing dihedral of ,, directly below a small tiered overhang. ,Strictly from Nowhere itself is classic enough - but there are several , that add even more value: , ,1) For a more-challenging start, climb the initial corner of ,, just to the left, then aim towards the Strictly roof. , ,2) After the first pitch, you can traverse up and right (5.4) and belay at pins to link to the third pitch of ,,",7.0,0,0,1,0,0,0,2.0,170.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
Splashtic,d. Strictly - Shockley's,"Trad, 3 pitches, 210'",New York,"The route gets its name from what a fall on pitch 2 would sound/feel like. The first pitch is worth doing at least once, but there is a very height-related move at the crux. ,P1: Start 40' left of ,. There is an attractive-looking short face to the left of a shallow right-facing corner. Climb this face using small cams in horizontals for gear. There is a very reachy move at the top, before you pull onto the slab. Follow the slab (5.9-) up and right to a sling anchor (,) in a hollow flake. 5.10a, 70'. ,Rappel from here, or continue... ,P2: Climb the corner, then angle up right to a white face and corner. Step up the corner to get high pro, then downclimb and traverse right around the arete (crux) onto a face and belay below an overhang. 5.9R, 70'. ,P3: Angle up right and climb a notch through an overhang to the GT Ledge. 5.7, 60'. ,,",15,5.10a,"Standard Rack, extra small cams.",http://www.mountainproject.com/v/splashtic/105799710,mountainproject.com/v/d-strictly---shockleys/107039667,1.9,,10.0,0,0,1,0,0,0,3.0,210.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Simple Ceilings,d. Strictly - Shockley's,"Trad, 3 pitches, 290'",New York,"Start: At a short, blocky, right-facing corner with a protruding block about 15 feet up. This is the same start as ,. ,P1: Climb the short corner to a brushy ledge with a tree. Move up and left following a short corner and face passing a ledge to another ledge and belay below right-facing flakes. 5.2 ,P2: Climb the flakes up to a small grassy ledge and continue up and left past another ledge to the GT Ledge. 5.3 ,Traverse left on the GT Ledge to the second of 3 jutting pine trees. The next pitch starts at the low overhang about 15 feet right of a belay/rap station (,) ,P3: Make a few moves past the low overhang and move right to small corner and another overhang (crux), above which is a small ledge. Climb fun moves up the face past a piton (another crux), aiming for the obvious block that teeters out over the face. Belay on the nice ledge under the roof above. 5.5 ,P4: Move up and left past the roof/corner aiming for a second pin above a slab under another big roof. Make the thin traverse left and exit up easier rock to the top. 5.5 (The Williams guidebook has this pitch at 5.3 but I thought the traverse was the crux of the route. It's possible I missed something though.) ,Descent: From the top of the climb it is possible to follow a faint(at first) herd path right to the bolted rappels of ,.,",6, 5.5,,http://www.mountainproject.com/v/simple-ceilings/107852049,mountainproject.com/v/d-strictly---shockleys/107039667,1.5,,5.0,0,0,1,0,0,0,3.0,290.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Shockley's Without,d. Strictly - Shockley's,"Trad, 1 pitch, 70'",New York,"Since this has always been listed as a bailout variation for ,, it doesn't receive much attention. That's unfortunate, because this is a full, clean pitch starting from the GT Ledge. A nice link-up for the 5.4 leader is the first two pitches of , then finish on Shockley's Without.,At the end of P2 of ,, continue past the usual belay location in the corner to the GT Ledge and walk 15-20 feet left. Belay at the tree or on gear. Climb up and slightly left, wherever you can find gear, about 50-60 ft to a ledge with a 6ft high left-facing corner. Climb the crack in the corner to the top (crux).,The pro is PG on the lower half, and G at the",0, 5.3,"The pro is PG on the lower half, and G at the crux.",http://www.mountainproject.com/v/shockleys-without/110494043,mountainproject.com/v/d-strictly---shockleys/107039667,1.0,"At the end of P2 of ,, continue past the usual belay location in the corner to the GT Ledge and walk 15-20 feet left. Belay at the tree or on gear. Climb up and slightly left, wherever you can find gear, about 50-60 ft to a ledge with a 6ft high left-facing corner. Climb the crack in the corner to the top (crux).,,",3.0,0,0,1,0,0,0,1.0,70.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruby Saturday Direct,d. Strictly - Shockley's,"Trad, 2 pitches",New York,"1. Climb to a small ledge. Move up until you can grab a small, left facing flake (crux) that is at the base of a short, left facing corner. Belay about 30-40 feet higher at a decent stance. There are some obvious, right-facing flakes immediately above this point. 5.10a, 80 feet. ,2. Go up and left from the belay, trend back right a bit (you should be more or less directly above your belayer at that point), and blast over a bulge on good holds (crux). Move up and left to a fixed pin, climb past that (second crux), then head slightly right to the GT ledge. 5.9+, 90 feet. ,Traverse to climbers' right and descend via the bolted line next to ,.,About 30 or 40 feet left of the start of ,; look for a clean section of rock and vertical seam a short distance off the deck. ,,",21,5.10-,Standard 'Gunks rack,http://www.mountainproject.com/v/ruby-saturday-direct/106739200,mountainproject.com/v/d-strictly---shockleys/107039667,2.2,"About 30 or 40 feet left of the start of ,; look for a clean section of rock and vertical seam a short distance off the deck. ,,",10.0,0,0,1,0,0,0,2.0,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Ribless (a.k.a. Spare Ribs),d. Strictly - Shockley's,"Trad, TR, 1 pitch, 80'",New York,"A route squeezed next to the multi-pitch ,, this route is only one pitch long. You can do a contrived second pitch to reach , / ,, but you'll only get two pieces of pro - definitely X. As it stands, Ribless is a good route to set up on TR. Be warned, thought - Ribless and Ribs are in a rappelling superhighway. Wear a helmet at all times.,Climb the face and arete to the left of Ribs, staying withing 2-3 feet of the arete at all times. Can use an anchor off Ribs with a directional to TR Ribless. Rappel down Ribs.,G-PG rated, depending on what gear you have. Tricams are",32,5.6,"G-PG rated, depending on what gear you have. Tricams are useful.",http://www.mountainproject.com/v/ribless-aka-spare-ribs/105902104,mountainproject.com/v/d-strictly---shockleys/107039667,1.8,"Climb the face and arete to the left of Ribs, staying withing 2-3 feet of the arete at all times. Can use an anchor off Ribs with a directional to TR Ribless. Rappel down Ribs.,,",6.0,0,0,1,0,0,0,1.0,80.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,d. Strictly - Shockley's,"Trad, 150'",New York,"The crux is the thin seam on the first pitch. This route climbs to the woods in three short pitches. The first pitch is a serious piece of climbing. ,I think this was one of my first 5.11 in the Gunks back in the mid 70's. ,Pitch 1: Layback up the thin seam with difficult gear, reach a good bucket about 25 feet up and belay on a obvious ledge. ,Just right of ,.,",7, 5.11+,Small to medium gear with many small rp's. I used crack-n-up's when I did the route. A pad could be helpful on the starting moves.,http://www.mountainproject.com/v/pr/106078582,mountainproject.com/v/d-strictly---shockleys/107039667,2.1,"Just right of ,.,",11.0,0,0,1,0,0,0,,150.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hi Coroner!,d. Strictly - Shockley's,"Trad, 3 pitches, 200'",New York,"An interesting, sometimes runout and sometimes contrived route that climbs around ,P1: Climb the hand crack on the left wall of the , first pitch corner. After reaching the top (crux) climb easier rock to the right of the two chimneys. Make the suffocating moves up the chimney (old pin) and make a belay at the pine tree belay/rap station. 5.7, 60 ft. ,P2: Diagonal right to the right-facing corner with a large diving-board block. Climb up the corner to the overhang, where you step left to pull over. Continue up face to the GT ledge at the base of the large right-facing corner. 5.7, 80 ft ,P3: Here is where things get interesting. Climb the left wall of the corner to the top. You don't get any gear for 20 feet, but the climbing is easy. The section of wall that I climbed came very close to the corner on two occasions so much so that it seemed ""on"" in places. Either way, you will eventually hit a good horizontal where you can get good gear and start the overhanging climbing to the top. The gear is much better past this horizontal. 5.9, 60 ft,Same corner as ,Descend via the bolted , rappels, to climber's left.,It's a bit awkward to place gear in the chimney (#3 BD cam), but the only real runout section was the start of the",11, 5.9,"It's a bit awkward to place gear in the chimney (#3 BD cam), but the only real runout section was the start of the third pitch.",http://www.mountainproject.com/v/hi-coroner/107618284,mountainproject.com/v/d-strictly---shockleys/107039667,2.1,"Same corner as , , ,Descend via the bolted , rappels, to climber's left.,It's a bit awkward to place gear in the chimney (#3 BD cam), but the only real runout section was the start of",9.0,0,0,1,0,0,0,3.0,200.0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oscar and Charlie,d. Strictly - Shockley's,"Trad, 2 pitches, 180'",New York,"1. Oscar variation as a start to ,: Climb the large left-facing corner over a bulge to the top of the corner. Trend right towards the large left facing Strictly corner and overhang. Move right and up to bolt anchors behind pine tree. ,2. Oscar to ,: After the corner, move up the face to a good horizontal. Traverse left 15 feet to join ,. Climb up to an overhang and move up and right at a break. A bit dirty.,Start in the large left-facing corner to the left of ,; this is 40' to the left of ,. ,Approach via the trail that rises almost directly across from the top of the Stairmaster.,,",58,5.7,Standard Gunks rack.,http://www.mountainproject.com/v/oscar-and-charlie/106295786,mountainproject.com/v/d-strictly---shockleys/107039667,2.9,"Start in the large left-facing corner to the left of ,; this is 40' to the left of ,. , ,Approach via the trail that rises almost directly across from the top of the Stairmaster.,Standard Gunks",7.0,0,0,1,0,0,0,2.0,180.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Midnight Cowboy,d. Strictly - Shockley's,"Trad, 3 pitches, 250'",New York,"P. 1 (5.9+) Climb the thin face and crack (crux) 20 feet to the first protection. Continue up the somewhat lichenated face to a belay atop the block above the slung anchor for No Recollection. Make sure that you have small gear, tricams, and know how to use them, this anchor takes creativity. (60 feet) ,P. 2 (5.9+) Climb up and left about fifteen feet, then move up the steep bulge (crux 1) to a stance on a comfortable ledge. Continue up to a small, right-facing corner with an old piton (back it up). Climb the clean face to the right (crux 2) on incredible crimps to a stance. Continue up to the GTL, aim for the right side of the right-most tree for the cleanest rock. Belay here (good gear, but sketchy rock) or set a bomber directional and walk left 35 feet to a healthy belay tree. ,P. 3 (5.9) This pitch is basically a variation to Simple Ceilings. Climb a low overhang, then pass a few smaller overhangs to a comfortable ledge at the bottom of a hanging right-facing corner (gulp) and an optional belay. Move up and out this corner (great pro) to an exposed perch and an optional belay. Continue up fifteen feet of easy rock to the top. ,Descend by the anchor lines at , or ,, or walk back to the Uberfall.,Start at a very thin right-slanting crack on the right side of the , Buttress.,A full quiver of gear including tiny cams, micro wires, and tricams. Build all of your",4, 5.9+,"A full quiver of gear including tiny cams, micro wires, and tricams. Build all of your own belays.",http://www.mountainproject.com/v/midnight-cowboy/107395712,mountainproject.com/v/d-strictly---shockleys/107039667,2.5,"Start at a very thin right-slanting crack on the right side of the , Buttress.,A full quiver of gear including tiny cams, micro wires, and tricams. Build all of your own",9.0,0,0,1,0,0,0,3.0,250.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Nemesis,d. Strictly - Shockley's,"Trad, 3 pitches, 230'",New York,"A friendly boulder problem crux and nice climbing above make this a fun one. Almost always open. ,P1- Boulder up the thin crack and head through some interesting climbing going straight up to the ledge. Climb straight up past a left-facing corner, then head right to the other left-facing corner. Follow this to the top until you're at the nice belay ledge. ,P2- Tricky for tall folk. Step left and climb the obvious overhang. Head up past some loose stuff to the GT and a belay tree. ,P3- Climb up the left facing corner formed by the massive jutting block. Work up the arete of the block, a little ways above your gear. Short but fun. ,Alternate start for P1 at the next crack on the right. Same grade?,Just right of the Glyptodon corner at the first thin crack.,,",21,5.9+,"Standard rack to 2""",http://www.mountainproject.com/v/nemesis/106089909,mountainproject.com/v/d-strictly---shockleys/107039667,2.3,"Just right of the Glyptodon corner at the first thin crack.,,",9.0,0,0,1,0,0,0,3.0,230.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High Corner,d. Strictly - Shockley's,"Trad, 3 pitches, 225'",New York,"A one-star climb just to the right of ,, this route is a hidden gem. A somewhat run-out and spicy 5.3 first pitch (definitely not for a 5.3 or even 5.4 leader), leading to an odd, crescent-shaped second pitch with really nice moves (5.2-5.3 G/PG), eventually leads to a beautiful offwidth/dihedral (5.5 PG) that just keeps coming at you. Make certain to check the guidebook topo; there's a 5.8 PG route that overlaps this one, and it's easy to get off-route. ,P1: Climb up alcove to right-facing dihedral; follow the dihedral to a pine tree or continue slightly up and right to the base of some overhead right-facing corners. 5.3, 75'. ,P2: Follow the right-facing corner system up and right in a ""C"" shape to the GT ledge; walk right along GT ledge to a large arete, walk around corner to grassy area underneath imposing dihedral. 5.2, 100'. ,P3: Climb the dihedral to the top. Due to rope drag, you can build an intermediate anchor on the GT ledge almost directly above the rappel tree from P1 belay and bring up the second, then do a short (20 foot) traverse to get around the corner. 5.5, 80'. ,Descent: Rappel off the Shockley's Ceiling rappel, or walk about 50 yards to climber's left to the bolted Ribs rappel. There is a rappel station just to climber's right of the P2 belay, but it's two rappels to the ground -- and the intermediate rappel station is nothing to write home about.,Approximately 60 feet right of Shockley's Ceiling, in a right-facing dihedral with a short ""chimney"" or alcove.,P1: The crux moves have protection. I put in 3 pieces in 75 feet. With larger cams (3.5, 4) there might be more protection. ,P2: adequate, but fiddly. ,P3: looks adequate, maybe PG; we had to bail off due to the last pitch being dripping wet.,",32,5.5,"P1: The crux moves have protection. I put in 3 pieces in 75 feet. With larger cams (3.5, 4) there might be more protection.",http://www.mountainproject.com/v/high-corner/105954124,mountainproject.com/v/d-strictly---shockleys/107039667,2.2,"Approximately 60 feet right of Shockley's Ceiling, in a right-facing dihedral with a short ""chimney"" or alcove.,P1: The crux moves have protection. I put in 3 pieces in 75 feet. With larger cams (3.5, 4) there might be more protection. ,P2: adequate, but fiddly. ,P3: looks adequate, maybe PG; we had to bail off due to the last pitch being dripping wet.,",5.0,0,0,1,0,0,0,3.0,225.0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Revenge of the Relics,d. Strictly - Shockley's,"Trad, TR, 2 pitches, 110'",New York,"Pitch 1 5.9 PG, 50' ,From ,: ""This is not a bad little lead. The crux bulge is just fifteen feet or so off the ground so it is easy to scope out. There is great gear at the bucket hold beneath the crux. After a few reachy moves between poor crimps it is over. The pro is spaced for the rest of the way to the tree but the climbing is easier."" ,Pitch 2 5.10a PG, 60' (,) ,From ,: ""The second pitch is the climb. The described first pitch is just the approach. The second pitch starts from the left side of the Strictly's ledge and (as I remember) climbs up and left to the rounded arete between Strictly's and (?) the Splashtic face. It's a little dicey. I remember a small Tricam. At the roof the gear is good. You move right and over the roof a bit left of Strictly's. Above that the climb peters out with no interesting place to go, so, the few times I did it, we climbed right and back down to the Strictly's anchor (just above the Strictly's crux)."" ,Williams has it join Travels with Charley after the overhangs and mentions a 5.9 R section.,",0, 5.10a,"Std. rack, yellow alien",http://www.mountainproject.com/v/revenge-of-the-relics/108821121,mountainproject.com/v/d-strictly---shockleys/107039667,1.0,"On arête between the , corner and ,.,Std. rack, yellow",10.0,0,0,1,0,0,0,2.0,110.0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Glyptodon,d. Strictly - Shockley's,"Trad, 1 pitch, 100'",New York,"Climb the large right facing corner 35 feet to the right of , and 10 feet left of ,. At the overhangs 25 feet up, step left onto a dirty ledge and go up (there is a tree there and it might be best to negotiate your rope/yourself to the right of the tree). Carefully continue up some loose and scary flakes, zig-zagging a bit for solid pro. The rock gets more solid as it gets steeper at the top (crux) of the pitch. The end is the same belay/rap station as the first full pitch of Nemesis.,Big right facing corner 35 feet right of Hi Corner and 10 feet left of Nemesis.,standard rack to 2",3, 5.8,standard rack to 2 in.,http://www.mountainproject.com/v/glyptodon/109555637,mountainproject.com/v/d-strictly---shockleys/107039667,1.7,"Big right facing corner 35 feet right of Hi Corner and 10 feet left of Nemesis.,,",8.0,0,0,1,0,0,0,1.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Grim-Ace Face,d. Strictly - Shockley's,"Trad, 3 pitches, 200'",New York,"Great route that is not for the meek or inexperienced. Loose rock is found on the first two pitches, but it's not a horror show. ,P1- Climb the nice, steep face to the obvious ledge. Belay below the right facing corner. ,P2- A good pitch; keep a watchful eye out for loose rock. Climb the right facing corner and traverse a few feet under the overhang. Climb up and left over the hang via some exciting moves. Continue straight up past more questionable stone to the GT and a short, right-facing corner. ,P3- Wild and committing! Up the short corner, then traverse under the overhang. Begin the grunt-fest by pulling the overhang at a short left facing corner. Continue up to the , belay. ,From the top, descend via a bolted rappel line over ,.,15 feet right of , and about 50 feet right of ,.,Standard rack",35,5.9,"Standard rack to 3"".",http://www.mountainproject.com/v/grim-ace-face/106089237,mountainproject.com/v/d-strictly---shockleys/107039667,3.0,"15 feet right of , and about 50 feet right of ,.,Standard rack to",9.0,0,0,1,0,0,0,3.0,200.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Glypnod,d. Strictly - Shockley's,"Trad, 2 pitches, 210'",New York,"1. Climb the crack in the corner to a ledge (5.7). Move up left into the large right facing, right leaning corner. Pass a large pine tree (or rappel). Then up the the GT ledge and belay under the right facing corner. ,2. Up the corner and make hard moves past the overhang into another corner. Exit left under the next overhang and finish up right to the top.,Start in the large right facing corner to the left of ,, 80 feet left of ,.,,",27,5.8+,Standard Gunks rack.,http://www.mountainproject.com/v/glypnod/106295806,mountainproject.com/v/d-strictly---shockleys/107039667,2.1,"Start in the large right facing corner to the left of ,, 80 feet left of ,.,,",8.0,0,0,1,0,0,0,2.0,210.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gorilla My Dreams,d. Strictly - Shockley's,"Trad, 3 pitches",New York,"P1: Climb the right-facing corner. ,P2 goes up to the obvious left-facing blocky roof near a laurel bush, to the right, then to a large belay ledge w/cedar trees on it. ,P3 is short: climb up under the tree growing out of the roof. Follow a left-facing dihedral until you get to a roof. Traverse right onto an exposed and blocky face to pass the roof.,20 feet to right of ,, at end of a low roof: start up a right facing corner. ,,",15, 5.7,Standard rack.,http://www.mountainproject.com/v/gorilla-my-dreams/107098017,mountainproject.com/v/d-strictly---shockleys/107039667,2.0,"20 feet to right of ,, at end of a low roof: start up a right facing corner. , ,Standard",7.0,0,0,1,0,0,0,3.0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gaston,d. Strictly - Shockley's,"Trad, 3 pitches, 240'",New York,"Good, varied climbing if you don't mind a run-out start. ,P1 5.8- PG Climb the ramp. After a couple more unprotected moves trending right, sling the constriction in the horizontal on your right and breathe a sigh of relief. Step left and continue up the face past a pin to lower-angle rock and belay below the huge left-facing corner or link P2. (80 ft.) ,P2 5.5 PG Move up and left following the giant corner to the GT. , and , cross the route from the left. (100 ft.) ,P3 5.5 PG Same as P3 of , (60 ft.),About 25 feet left of the large, left-facing corner of ,. Look for a narrow, 10 ft. high ramp that",2, 5.8-,Standard rack.,http://www.mountainproject.com/v/gaston/109022777,mountainproject.com/v/d-strictly---shockleys/107039667,2.0,"About 25 feet left of the large, left-facing corner of ,. Look for a narrow, 10 ft. high ramp that leads right.,,",8.0,0,0,1,0,0,0,3.0,240.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
